CRN,Code,Title,Department,Credits,Description,Level,Prerequisites,Corequisites,Topics,Required for Majors,Learning Outcomes,Average GPA,Typical Semesters Offered,Difficulty Rating,Workload Hours/Week,Typical Class Size,Online Offering Available
48939,HIST404,"""The Cold War Era: Global Perspectives and Implications""",HIST,3.0,"This course explores the complex political, economic, and social implications of the Cold War from a global perspective. Students will analyze major events and ideologies of the era and examine how they shaped international relations and societies worldwide. Special emphasis will be placed on understanding the lasting impact of the Cold War on contemporary global affairs.",400,,HIST410,"1. Ancient Civilizations
2. Medieval Europe
3. American History
4. World Wars and Global Conflicts
5. Modern History and Globalization",CS Major|HIST Major,"- Analyze the political structures, social systems, and cultural achievements of ancient civilizations|
- Evaluate the impact of key events and developments in Medieval Europe on modern society|
- Compare and contrast the political, social, and economic forces that shaped American history|
- Assess the causes and consequences of major world wars and global conflicts|
- Critically examine the interconnectedness of modern history and the processes of globalization.",2.815412574090126,Summer|Spring|Fall,4.496826353152869,13.430114091584603,162,False
92909,BIO311,"""Ecological Interactions and Conservation Biology""",BIO,3.0,"This course explores the intricate relationships between organisms and their environment, with a focus on conservation strategies to protect biodiversity. Students will examine case studies and apply ecological principles to real-world conservation challenges, gaining a comprehensive understanding of how human activities impact ecosystems and the importance of sustainable practices.",300,BIO218,ENG310,"1. Cell Biology
2. Genetics
3. Evolutionary Biology
4. Ecology
5. Physiology",,"1. Analyze the structure and function of cells at a molecular level, demonstrating an understanding of key cellular processes and organelles in cell biology|
2. Apply genetic principles to solve problems related to inheritance patterns, genetic disorders, and molecular genetics in living organisms|
3. Evaluate the mechanisms of evolutionary change, including natural selection, genetic drift, and speciation, to explain the diversity of life on Earth|
4. Synthesize ecological concepts such as population dynamics, community interactions, and ecosystem functioning to analyze and propose solutions to environmental issues|
5. Demonstrate an understanding of physiological processes in living organisms, including homeostasis, metabolism, and response to stimuli, through experimentation and critical analysis.",3.1829989930562093,Summer|Spring|Fall,1.6692385149522386,8.983962006234998,153,False
20582,BIO218,"""Ecology and Conservation Biology""",BIO,3.0,"This course provides an in-depth exploration of ecological principles and their applications to conservation biology. Students will examine the interconnections between organisms and their environments, as well as strategies for preserving biodiversity and mitigating human impacts on ecosystems. Through hands-on fieldwork and case studies, students will develop a comprehensive understanding of the challenges and opportunities in conservation biology.",200,,,"1. Cell Structure and Function
2. Genetics and Heredity
3. Evolutionary Biology
4. Ecology and Environmental Biology
5. Physiology and Anatomy",CHEM Major|CS Major,"1. Analyze the relationship between cell structure and function, and explain how cellular processes contribute to the overall functioning of living organisms|
2. Evaluate the principles of genetics and heredity, and apply them to explain patterns of inheritance and genetic variation within populations|
3. Critically assess the mechanisms of evolutionary biology, and interpret the processes that drive changes in populations over time|
4. Demonstrate an understanding of ecological concepts and environmental biology, and analyze the interactions between organisms and their environment|
5. Apply knowledge of physiology and anatomy to explain the structure and function of different organ systems in the human body.",3.1978207206943474,Summer|Spring|Fall,1.5552252254280976,14.72659896445092,107,False
65260,MATH669,"""Advanced Topics in Algebraic Geometry""",MATH,4.0,"This course covers advanced topics in algebraic geometry, exploring concepts such as schemes, sheaves, cohomology, and intersection theory. Students will delve into the deep connections between algebraic geometry, commutative algebra, and complex analysis, gaining a deeper understanding of geometric objects defined by polynomial equations.",600,MATH224,MATH607,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Number theory",ECON Major|HIST Major,"1. Apply algebraic techniques to solve complex mathematical problems, including simplifying expressions, solving equations, and manipulating functions|
2. Analyze and differentiate calculus concepts such as limits, derivatives, and integrals to solve real-world problems in various fields|
3. Construct geometric proofs and demonstrate an understanding of geometric principles, including angles, shapes, and spatial relationships|
4. Utilize statistical methods to collect, analyze, and interpret data, drawing meaningful conclusions and making informed decisions|
5. Explore and apply fundamental concepts in number theory, including prime numbers, divisibility, and modular arithmetic, to solve mathematical problems and prove theorems.",3.0947055929422267,Summer|Spring|Fall,2.3484185158290227,12.565922372602081,144,True
66602,PHYS207,"""Modern Physics: Quantum Mechanics and Special Relativity""",PHYS,5.0,"This course provides an in-depth exploration of the fundamental concepts and principles of quantum mechanics and special relativity. Students will learn about the behavior of particles at the atomic and subatomic levels, as well as the implications of Einstein's theory of relativity on our understanding of space and time.",200,PHYS164,BIO287,Classical Mechanics| Electromagnetism| Thermodynamics| Quantum Mechanics| Special Relativity,BIO Major|CS Major,"- Analyze and apply the principles of classical mechanics to solve complex problems in mechanics and motion|
- Explain and evaluate the fundamental concepts of electromagnetism and apply them to analyze electromagnetic phenomena|
- Critically assess and analyze the principles of quantum mechanics and special relativity to understand the behavior of matter and energy at the atomic and subatomic levels.",2.75437844443383,Summer|Spring|Fall,4.966319658201309,11.504368316428279,82,True
17018,ECON511,"""Advanced Topics in Economic Development""",ECON,4.0,"This course delves into advanced concepts and theories in economic development, exploring topics such as globalization, sustainable development, and income inequality. Students will analyze case studies and conduct research to understand the complexities of fostering economic growth in developing regions.",500,,,"1. Microeconomics
2. Macroeconomics
3. Econometrics
4. International Economics
5. Development Economics",PHYS Major|CHEM Major,"1. Analyze the behavior of individual consumers and firms in various market structures through the application of microeconomic principles|
2. Evaluate the impact of government policies and global economic trends on national economies using macroeconomic theories and models|
3. Apply econometric techniques to analyze economic data and make informed predictions and policy recommendations|
4. Examine the effects of trade, exchange rates, and global economic integration on international economies|
5. Critically assess the factors influencing economic growth and development in different countries through the lens of development economics.",3.1493453278115666,Summer|Spring|Fall,1.9281128629879491,7.069853133772282,135,False
78858,MATH616,"""Advanced Topics in Mathematical Analysis""",MATH,3.0,"This course delves into advanced topics in mathematical analysis, exploring concepts such as measure theory, functional analysis, and complex analysis. Students will develop a deeper understanding of mathematical structures and applications through rigorous proofs and problem-solving.",600,MATH156,PHYS699,"1. Algebra
2. Calculus
3. Geometry
4. Probability and Statistics
5. Number theory",CS Major|BIO Major,"1. Apply algebraic techniques to solve mathematical problems involving equations, inequalities, and polynomials|
2. Analyze and differentiate functions using calculus concepts such as limits, derivatives, and integrals|
3. Construct geometric proofs and solve problems related to angles, shapes, and spatial relationships|
4. Evaluate and interpret data using probability and statistics methods such as probability distributions, hypothesis testing, and regression analysis|
5. Demonstrate an understanding of fundamental concepts in number theory, including prime numbers, divisibility, and modular arithmetic.",2.8386060969949347,Summer|Spring|Fall,4.318414638500503,14.075746351831896,101,False
82635,CHEM470,"""Advanced Topics in Organic Chemistry""",CHEM,4.0,"This course delves into advanced concepts and mechanisms in organic chemistry, exploring key reactions, synthesis strategies, and spectroscopic techniques. Students will develop a deeper understanding of complex organic molecules and their applications in drug discovery, materials science, and biochemistry.",400,,HIST404,"1. General Chemistry
2. Organic Chemistry
3. Inorganic Chemistry
4. Analytical Chemistry
5. Physical Chemistry",BIO Major|PHYS Major,"1. Apply fundamental principles of general chemistry to predict the behavior of chemical systems|
2. Demonstrate the ability to analyze and design organic compounds and reactions|
3. Evaluate the properties and reactivity of inorganic compounds based on their structures and bonding|
4. Utilize various analytical techniques to identify and quantify chemical substances|
5. Solve complex problems in physical chemistry using mathematical and theoretical models.",3.139407488174475,Summer|Spring|Fall,2.004557783273268,5.559351896735883,67,True
73890,MATH596,"""Advanced Topics in Mathematical Analysis""",MATH,4.0,"This course delves into advanced topics in mathematical analysis, focusing on the rigorous study of limits, continuity, differentiation, and integration in multiple dimensions. Students will explore topics such as sequences and series, metric spaces, and functional analysis, gaining a deeper understanding of the theoretical foundations of calculus and mathematical analysis.",500,,,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Number theory",,"1. Apply algebraic principles to solve complex mathematical problems|
2. Analyze and interpret functions and their derivatives in calculus applications|
3. Construct geometric proofs and solve geometric problems using theorems and postulates|
4. Utilize statistical methods to analyze data and make informed decisions|
5. Evaluate number theory concepts to solve advanced mathematical problems.",2.957690540848397,Summer|Spring|Fall,3.4023804550123264,12.175488591011055,44,False
16098,CS586,"""Distributed Systems and Cloud Computing""",CS,3.0,"This course provides an in-depth study of distributed systems and cloud computing technologies. Students will explore concepts such as scalability, fault tolerance, and load balancing in distributed systems, and gain practical experience in deploying and managing applications in cloud environments. The course will also cover relevant case studies and emerging trends in the field.",500,CS229,ECON591,"1. Algorithms and Data Structures
2. Databases and Information Retrieval
3. Computer Networks and Security
4. Software Development and Engineering
5. Artificial Intelligence and Machine Learning",,"1. Analyze and apply algorithms and data structures to solve complex computational problems efficiently|
2. Design and implement database systems for efficient data storage and retrieval, and demonstrate proficiency in information retrieval techniques|
3. Evaluate and implement secure computer network configurations, protocols, and security measures to protect against cyber threats|
4. Develop and implement software solutions using best practices in software engineering principles and methodologies|
5. Apply artificial intelligence and machine learning algorithms to analyze data, make predictions, and develop intelligent systems.",2.9789065006555537,Summer|Spring|Fall,3.2391807641880543,6.171645339580987,119,True
32574,HIST339,"""The Rise and Fall of the Roman Empire""",HIST,4.0,"This course delves into the fascinating history of the Roman Empire, exploring its origins, expansion, and eventual decline. Students will analyze key events, influential figures, and societal changes that shaped the rise and fall of one of the most powerful empires in history.",300,,ENG310,"1. Ancient civilizations
2. World Wars
3. American history
4. Women's history
5. Colonialism and imperialism",MATH Major|PHYS Major,"1. Analyze the political, social, and cultural structures of ancient civilizations, and evaluate their impact on contemporary societies|
2. Compare and contrast the causes, outcomes, and global effects of the World Wars, and assess their significance in shaping modern international relations|
3. Examine key events, movements, and figures in American history, and critically analyze their roles in shaping the nation's identity and development|
4. Evaluate the contributions and challenges faced by women throughout history, and analyze the impact of gender dynamics on societal structures and norms|
5. Critically assess the motivations, methods, and consequences of colonialism and imperialism on both colonized and colonizer societies, and analyze their enduring legacies in the modern world.",2.9790878661663096,Summer|Spring|Fall,3.2377856448745446,12.293768916009467,154,False
49459,HIST583,"""The Cold War Era: Global Perspectives and Consequences""",HIST,3.0,"This course explores the political, economic, and cultural impact of the Cold War on a global scale. Students will analyze key events, ideologies, and conflicts that defined this period and examine its lasting implications for international relations and society.",500,HIST404|HIST339,CHEM592,"1. Ancient Civilizations
2. Medieval History
3. Modern World History
4. History of the United States
5. Global Perspectives in History",ENG Major|PHYS Major,"1. Analyze the social structures, political systems, and cultural achievements of ancient civilizations to gain a comprehensive understanding of their impact on the development of human societies|
2. Evaluate the key events, figures, and transformations that shaped the medieval period in Europe and beyond, and assess their relevance to contemporary global issues|
3. Compare and contrast the major political, economic, and social changes that have occurred in the modern world from the 18th century to the present day, and analyze their influence on modern society and international relations|
4. Examine the historical events, movements, and ideologies that have shaped the development of the United States as a nation, and critically evaluate their impact on American society and identity|
5. Investigate diverse global perspectives in history",3.153084090196729,Summer|Spring|Fall,1.8993531523328482,9.286371247311033,139,False
75519,MATH159,"""Foundations of Algebra and Geometry""",MATH,5.0,"This course provides a comprehensive introduction to the fundamental concepts of algebra and geometry, emphasizing the connections between the two branches of mathematics. Students will explore topics such as equations, functions, geometric shapes, and spatial reasoning to develop a strong foundation for further studies in mathematics.",100,,CS133,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Number theory",CS Major,"1. Apply algebraic concepts to model and solve real-world problems across various disciplines|
2. Analyze and differentiate calculus functions to understand rates of change and optimize solutions in different contexts|
3. Demonstrate proficiency in geometric proofs and constructions to analyze shapes and spatial relationships|
4. Utilize statistical methods to interpret data, make predictions, and draw conclusions in practical scenarios|
5. Evaluate and apply number theory principles to solve complex mathematical problems and explore patterns within the realm of integers and prime numbers.",3.213482807672051,Summer|Spring|Fall,1.434747633291917,8.50180320431375,172,False
82095,ENG514,"""Advanced Studies in Modern American Literature""",ENG,3.0,"This course delves into the depth and complexity of contemporary American literature, focusing on key themes, styles, and movements. Students will analyze and interpret works by prominent American authors, engaging in critical discussions and developing advanced writing skills.",500,ENG310,ENG564,"1. Introduction to Literary Analysis
2. Writing and Composition Skills
3. British Literature
4. American Literature
5. World Literature",ENG Major,"1. Analyze various literary works to identify key themes, symbols, and literary devices in order to develop a deeper understanding of the text|
2. Demonstrate effective writing and composition skills through the creation of well-structured essays that incorporate literary analysis and critical thinking|
3. Compare and contrast major themes, historical contexts, and cultural influences in British, American, and world literature to gain a comprehensive understanding of the diverse literary traditions.",2.8103664849056575,Summer|Spring|Fall,4.535642423802633,12.739190342465578,163,True
30891,BIO539,"""Advanced Topics in Evolutionary Biology""",BIO,4.0,"This advanced course in Evolutionary Biology delves into current research and cutting-edge topics in the field. Students will explore advanced concepts such as molecular evolution, phylogenetics, and population genetics, while honing their critical thinking and analytical skills through hands-on research projects.",500,BIO410|BIO287,,"1. Cell Biology
2. Genetics
3. Evolution
4. Ecology
5. Physiology",,"1. Analyze the structure and function of cells at a molecular level, including organelles, membranes, and cellular processes in cell biology|
2. Apply genetic principles and techniques to solve problems related to inheritance, gene expression, and genetic variation|
3. Evaluate the mechanisms and evidence supporting evolutionary theory, including natural selection, genetic drift, and speciation|
4. Examine the interactions between organisms and their environment, including population dynamics, community ecology, and ecosystem function|
5. Explain physiological processes in living organisms, such as homeostasis, cellular respiration, and nervous system function.",3.052380609928731,Summer|Spring|Fall,2.6739953082405306,12.91111263985221,23,False
26616,CS138,"""Introduction to Programming Fundamentals""",CS,3.0,"This course provides an introduction to key programming concepts and techniques for beginners. Students will learn the basics of programming logic, problem-solving skills, and how to write and debug simple programs using a high-level language such as Python or Java.",100,,PHYS135,"1. Algorithms and Data Structures
2. Software Engineering
3. Database Management
4. Artificial Intelligence and Machine Learning
5. Cybersecurity and Cryptography",PHYS Major,"1. Analyze and apply various algorithms and data structures to solve complex computational problems efficiently|
2. Design and implement software systems following software engineering best practices, including requirements analysis, design, testing, and maintenance|
3. Evaluate and implement database management techniques to efficiently store, retrieve, and manipulate data in different applications|
4. Apply artificial intelligence and machine learning concepts to develop intelligent systems that can learn from data and make predictions or decisions|
5. Assess and implement cybersecurity measures, including cryptographic techniques, to protect data and systems from unauthorized access and cyber threats.",3.00018177408625,Summer|Spring|Fall,3.075524814721154,8.86568469020076,175,True
62024,MATH154,"""Foundations of Algebra and Geometry""",MATH,3.0,"This course provides students with a solid understanding of the fundamental concepts in algebra and geometry. Topics covered include equations, inequalities, functions, geometric shapes, and spatial reasoning. Students will develop problem-solving skills and critical thinking abilities essential for success in higher-level mathematics courses.",100,,PHYS181,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Number theory",CHEM Major|PHYS Major|ECON Major,"1. Apply algebraic principles to solve complex mathematical problems, including simplifying expressions, solving equations, and manipulating functions|
2. Analyze and interpret calculus concepts such as limits, derivatives, and integrals to model and solve practical problems in various fields|
3. Construct geometric proofs and apply geometric principles to solve problems related to shapes, angles, and spatial relationships|
4. Utilize statistical methods to collect, analyze, and interpret data, and make informed decisions based on statistical findings|
5. Evaluate number theoretical concepts and their applications in cryptography, encryption, and other mathematical fields.",2.842055105445691,Summer|Spring|Fall,4.291883804263918,6.80340548076961,184,True
15052,ECON591,"""Advanced Topics in Macroeconomic Theory""",ECON,3.0,"This course delves deep into advanced concepts in macroeconomic theory, focusing on topics such as economic growth, business cycles, and monetary policy. Students will analyze current macroeconomic issues and develop sophisticated models to explain and predict economic phenomena.",500,,ENG564,"1. Microeconomics
2. Macroeconomics
3. Econometrics
4. International Economics
5. Development Economics",ECON Major,"1. Analyze the principles of microeconomics to understand how individuals and firms make decisions regarding resource allocation and market interaction|
2. Evaluate the key macroeconomic indicators and policies to comprehend the overall performance and stability of an economy|
3. Apply econometric techniques to analyze and interpret economic data, make forecasts, and test economic theories|
4. Examine the impact of globalization on trade, finance, and economic development in different countries|
5. Critically assess the factors influencing economic growth and income distribution in various regions, using theories and empirical evidence.",2.794394503036575,Summer|Spring|Fall,4.65850382279557,9.336022931523434,196,False
24288,MATH687,"""Advanced Topics in Algebraic Geometry""",MATH,3.0,"This course delves into the advanced theoretical aspects of algebraic geometry, focusing on topics such as sheaf theory, cohomology, and intersection theory. Students will explore deeper connections between algebra and geometry, with an emphasis on modern research developments in the field.",600,MATH154,MATH655,"1. Algebra
2. Calculus
3. Geometry
4. Probability and Statistics
5. Number Theory",BIO Major,"1. Apply algebraic techniques to solve complex mathematical problems, including manipulating equations and expressions, factoring polynomials, and solving systems of equations|
2. Analyze and interpret calculus concepts such as limits, derivatives, and integrals to solve real-world problems in various fields such as physics, economics, and engineering|
3. Demonstrate a thorough understanding of geometric principles and the ability to apply them to solve problems involving angles, shapes, and spatial relationships|
4. Utilize probability and statistical methods to analyze data, make predictions, and draw inferences about random events and phenomena|
5. Explore advanced concepts in number theory, including prime numbers, modular arithmetic, and Diophantine equations, and apply them to solve mathematical problems.",2.980683423589334,Summer|Spring|Fall,3.2255121262358912,10.071877975850096,42,False
17931,PHYS181,"""Introduction to Mechanics and Motion""",PHYS,5.0,"This course provides a foundational understanding of classical mechanics, covering topics such as kinematics, dynamics, and energy. Students will learn to analyze the motion of objects and solve problems related to forces and motion in one and two dimensions.",100,,,"1. Classical Mechanics
2. Electricity and Magnetism
3. Quantum Mechanics
4. Thermodynamics
5. Astrophysics",PHYS Major|ENG Major,"1. Apply principles of classical mechanics to analyze and solve complex physical problems|
2. Demonstrate proficiency in solving advanced problems related to electricity and magnetism using mathematical and conceptual reasoning|
3. Explain key principles and phenomena of quantum mechanics and their implications for modern physics research|
4. Analyze thermodynamic systems and processes to predict and explain their behavior|
5. Evaluate and interpret astrophysical data and observations to understand the fundamental processes governing the universe.",2.770552225067435,Summer|Spring|Fall,4.841905961019728,8.388982744286574,180,False
59713,MATH156,"""Foundations of Algebra and Geometry""",MATH,4.0,"This course covers the fundamental principles and concepts of algebra and geometry, providing students with a solid foundation for more advanced math courses. Topics include solving equations, graphing functions, geometric shapes, and spatial reasoning. Students will develop critical thinking and problem-solving skills essential for success in higher-level mathematics.",100,,HIST106,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Linear Algebra",ECON Major|HIST Major,"1. Apply algebraic principles to solve complex mathematical problems involving variables and equations|
2. Demonstrate proficiency in using calculus techniques to analyze functions, limits, and derivatives in various contexts|
3. Construct geometric proofs and solve geometric problems using theorems and postulates|
4. Analyze real-world data sets and make informed decisions based on statistical methods and interpretations|
5. Apply linear algebra concepts to solve systems of linear equations and understand vector spaces and transformations.",3.160689234971976,Summer|Spring|Fall,1.8408520386771032,11.64119681971181,36,False
44708,CHEM427,"""Advanced Topics in Organic Chemistry""",CHEM,3.0,"This course delves into complex concepts in organic chemistry, covering advanced topics such as reaction mechanisms, spectroscopic techniques, and synthetic methods. Students will engage in in-depth discussions, problem-solving exercises, and hands-on laboratory experiments to deepen their understanding of organic chemistry principles.",400,,CHEM456,"1. Atomic structure and periodic trends
2. Chemical bonding and molecular structure
3. Chemical reactions and stoichiometry
4. Thermodynamics and kinetics
5. Organic chemistry and biochemistry",,"1. Analyze the relationship between atomic structure and periodic trends to predict the behavior of elements in the periodic table|
2. Explain the different types of chemical bonds and molecular structures, and apply this knowledge to predict the properties of compounds|
3. Calculate stoichiometric parameters and interpret chemical reactions using principles of stoichiometry|
4. Evaluate thermodynamic concepts and kinetic factors to predict the direction and rate of chemical reactions|
5. Apply the principles of organic chemistry and biochemistry to analyze the structures and functions of organic compounds in living systems.",3.069426751994886,Summer|Spring|Fall,2.542871138500878,11.044713163892299,25,True
85218,BIO287,"""Ecology and Conservation Biology""",BIO,4.0,"This course explores the interconnections between living organisms and their environment, focusing on the principles of ecology and conservation biology. Students will study the dynamics of ecosystems, biodiversity, human impacts on the environment, and strategies for preserving natural habitats and species diversity.",200,BIO159,ENG230,"1. Cell Biology
2. Genetics
3. Ecology
4. Evolution
5. Physiology",BIO Major,"1. Analyze the fundamental principles of cell biology to explain the structure and function of cells at the molecular level|
2. Apply genetic principles and techniques to solve problems related to inheritance, gene expression, and genetic variation|
3. Evaluate ecological concepts and theories to understand the interactions between organisms and their environment|
4. Compare and contrast evolutionary processes to illustrate the mechanisms driving biodiversity and adaptation|
5. Demonstrate an understanding of physiological mechanisms to explain how organisms maintain homeostasis and respond to environmental stimuli.",2.786607690885305,Summer|Spring|Fall,4.718402377805346,6.7124670690943855,144,True
53326,ECON578,"""Advanced Topics in Economic Policy Analysis""",ECON,3.0,"This course delves into advanced economic policy analysis techniques, exploring topics such as cost-benefit analysis, impact evaluation, and policy simulation modeling. Students will develop skills to critically assess and recommend effective economic policies in various real-world contexts.",500,ECON147,CS586,"1. Microeconomics
2. Macroeconomics
3. Economic Theory
4. International Economics
5. Econometrics",,"1. Analyze the principles of microeconomics to understand how individual consumers and firms make decisions in various market structures|
2. Evaluate the key concepts of macroeconomics to assess the impact of government policies on the economy as a whole|
3. Critically assess economic theories to explain the behavior of individuals, firms, and markets in different economic environments|
4. Examine the complexities of international economics to analyze how global economic factors influence trade and financial flows between nations|
5. Apply econometric methods to analyze and interpret economic data, make forecasts, and test economic hypotheses.",3.0946076892194303,Summer|Spring|Fall,2.3491716213889946,14.93320120512032,145,True
88180,BIO410,"""Advanced Topics in Evolutionary Biology""",BIO,3.0,"This course delves into advanced concepts in evolutionary biology, exploring topics such as molecular evolution, speciation, and phylogenetics. Students will analyze current research in the field and develop a deeper understanding of the mechanisms driving biological diversity.",400,BIO287,CHEM427,"1. Cell Biology
2. Genetics
3. Evolutionary Biology
4. Ecology
5. Physiology",HIST Major|MATH Major,"1. Analyze the fundamental principles and processes of cell biology, including cell structure, function, and communication|
2. Apply genetic principles and techniques to analyze inheritance patterns, genetic variation, and gene expression|
3. Evaluate the mechanisms and evidence for evolutionary processes, such as natural selection, genetic drift, and speciation|
4. Explain ecological concepts and relationships among organisms, populations, communities, and ecosystems|
5. Demonstrate an understanding of physiological mechanisms and adaptations in living organisms to maintain homeostasis and respond to environmental changes.",3.020082907701602,Summer|Spring|Fall,2.922439171526142,7.523601088062607,82,False
55791,CS570,"""Advanced Machine Learning Techniques in Natural Language Processing""",CS,4.0,"This advanced course delves into cutting-edge machine learning techniques applied to natural language processing tasks. Students will explore deep learning models, attention mechanisms, and transformer architectures to analyze and generate human language data, with a focus on real-world applications and challenges in the field.",500,CS173,,"1. Algorithms and Data Structures
2. Software Development and Engineering
3. Database Management
4. Artificial Intelligence and Machine Learning
5. Cybersecurity and Network Security",ENG Major,"1. Analyze and implement various algorithms and data structures to solve complex problems efficiently|
2. Design and develop software systems using best practices in software development and engineering principles|
3. Apply database management concepts to design and implement efficient data storage and retrieval systems|
4. Evaluate and implement artificial intelligence and machine learning techniques to solve real-world problems|
5. Assess and implement cybersecurity measures to protect networks and systems from potential threats.",3.193462922829894,Summer|Spring|Fall,1.588746747462357,11.872811440146188,91,True
67153,MATH390,"""Advanced Topics in Abstract Algebra""",MATH,4.0,"This course delves into advanced topics in abstract algebra, exploring concepts such as group theory, ring theory, field theory, and module theory. Students will engage with challenging proofs and applications of abstract algebra to various mathematical structures.",300,MATH159|MATH224,BIO311,"1. Algebra
2. Calculus
3. Geometry
4. Probability and Statistics
5. Linear Algebra",CHEM Major,"1. Solve algebraic equations and inequalities using various techniques including factoring, completing the square, and applying the quadratic formula|
2. Differentiate and integrate functions using calculus methods such as power rule, chain rule, integration by parts, and substitution|
3. Apply geometric principles to solve problems involving shapes, angles, and spatial relationships|
4. Analyze data sets, calculate probabilities, and interpret statistical measures to make informed decisions|
5. Perform operations on vectors and matrices, solve systems of linear equations, and apply linear transformations in real-world scenarios.",2.9462075091105864,Summer|Spring|Fall,3.4907114683800993,6.308835682039911,68,False
70424,ECON147,"""Introduction to Microeconomics""",ECON,5.0,"This course provides an introduction to the fundamental concepts of microeconomics, including supply and demand, consumer behavior, production costs, market structures, and the role of government in the economy. Students will analyze real-world economic issues and develop critical thinking skills to understand decision-making at the individual and firm levels.",100,,HIST111,"1. Microeconomics
2. Macroeconomics
3. Economic Systems
4. International Trade and Finance
5. Economic Development",CS Major,"1. Analyze the principles of microeconomics to understand individual consumer behavior, market dynamics, and resource allocation|
2. Evaluate the impact of macroeconomic variables such as inflation, unemployment, and fiscal policy on the overall economy|
3. Compare and contrast different economic systems including capitalism, socialism, and mixed economies in terms of efficiency, equity, and government intervention|
4. Examine the theories and implications of international trade and finance on global economies and multinational corporations|
5. Assess the factors influencing economic development in both developed and developing countries, including the role of institutions, policies, and international aid programs.",3.120496469103398,Summer|Spring|Fall,2.150027160743091,5.41939219751622,178,True
49367,PHYS100,"""Principles of Physics: Mechanics and Motion""",PHYS,5.0,"This course introduces students to the fundamental principles of physics related to mechanics and motion. Topics covered include Newton's laws of motion, kinematics, forces, momentum, and energy. Through hands-on experiments and problem-solving exercises, students will develop a strong foundation in understanding the physical world around them.",100,,HIST106,"1. Classical Mechanics
2. Electromagnetism
3. Thermodynamics and Statistical Mechanics
4. Quantum Mechanics
5. Astrophysics",BIO Major|CHEM Major,"1. Apply principles of classical mechanics to analyze and solve problems related to motion, forces, and energy in various physical systems|
2. Evaluate electromagnetic phenomena and demonstrate an understanding of Maxwell's equations and their applications in engineering and physics|
3. Analyze and apply concepts of thermodynamics and statistical mechanics to describe and predict the behavior of macroscopic systems, including heat, work, and entropy changes|
4. Apply the principles of quantum mechanics to describe the behavior of particles at the atomic and subatomic levels, including wave-particle duality and quantum states|
5. Analyze astrophysical phenomena and demonstrate an understanding of the properties and evolution of celestial bodies and systems in the universe.",2.940889506033109,Summer|Spring|Fall,3.531619184360701,5.23812291876512,153,True
57707,CHEM456,"""Advanced Topics in Organic Chemistry: Synthesis and Mechanisms""",CHEM,4.0,"This advanced organic chemistry course delves into the intricate world of synthesis strategies and reaction mechanisms. Students will explore cutting-edge research in the field, gaining a deep understanding of how complex organic molecules are designed and formed.",400,CHEM113,CS422,"1. Chemical bonding and molecular structure
2. Stoichiometry and chemical reactions
3. Thermodynamics and kinetics
4. Organic chemistry
5. Analytical chemistry",CHEM Major,"1. Analyze the various types of chemical bonding and molecular structures, and apply this knowledge to predict the properties and behavior of molecules in different contexts|
2. Calculate stoichiometric relationships in chemical reactions, including identifying limiting reactants and determining the quantities of products formed|
3. Explain the fundamental principles of thermodynamics and kinetics, and apply them to analyze energy changes in chemical reactions and predict reaction rates|
4. Describe the properties and reactions of organic compounds, including functional groups, nomenclature, and basic reaction mechanisms|
5. Utilize analytical techniques and methods to identify and quantify chemical compounds in samples, and interpret data to draw conclusions about their composition and properties.",2.9603933152801027,Summer|Spring|Fall,3.38158988246074,3.1719235280734592,69,False
32970,ENG360,"""Exploring Contemporary American Literature""",ENG,3.0,"This course delves into the diverse landscape of contemporary American literature, examining works that reflect the current social, political, and cultural climate. Students will analyze a variety of genres and voices, gaining insight into the themes and styles that shape modern American storytelling.",300,ENG270,MATH322,"1. Introduction to Literature
2. Writing and Composition
3. Literary Analysis
4. Shakespeare and Renaissance Literature
5. Contemporary Literature and Critical Theory",ENG Major|CHEM Major,"1. Analyze various literary works to identify key themes, characters, and literary devices in Introduction to Literature|
2. Demonstrate effective writing and composition skills through the creation of well-structured essays and argumentative pieces|
3. Apply critical literary analysis techniques to interpret and evaluate texts in order to develop a deeper understanding of their meanings and contexts|
4. Examine the works of Shakespeare and other Renaissance writers to analyze their historical and cultural significance within the context of their time period|
5. Evaluate contemporary literature through the lens of critical theory to explore the socio-political and cultural implications of modern works.",2.9926129502314214,Summer|Spring|Fall,3.1337465366813793,6.750972464215927,93,False
